Person_ID,Name,Age,Gender,Criminal_History,Case_Number,Crime_Description,Crime_Type,IUCR,FBI_Code,Domestic,Arrested,Crime_Location,Block,Beat,District,Ward,Community_Area,Latitude,Longitude,X_Coordinate,Y_Coordinate,Date_of_Crime,Year,Updated_On,Social_Media_Activity,Facial_Recognition_Match
P00868,Anthony Green,81,Male,Yes,C2022-XYZ00344,Cybercrime reported near James Light,Cybercrime,3100,104,Yes,Yes,"Koramangala, Bangalore",9916 Block of Barajas Land,599,3,23,33,12.9352,77.6146,233372,866801,2021-02-05,2021,2021-03-25,Active,33.91
P00241,Brooke Whitaker,13,Female,No,C2024-XYZ00345,Robbery reported near Elizabeth Route,Robbery,1100,101,Yes,Yes,"Andheri East, Mumbai",6665 Block of Laura Lane,166,20,24,34,19.1197,72.8696,202630,689407,2022-11-22,2022,2022-12-17,Active,59.03
P00425,Monica Cook,40,Other,Yes,C2022-XYZ00346,Theft reported near Michelle Street,Theft,6100,107,Yes,Yes,"Banjara Hills, Hyderabad",889 Block of Smith Rue,820,21,29,39,17.4239,78.4291,413744,437922,2021-01-02,2021,2021-04-08,Inactive,42.01
P00469,Michael Griffith,5,Female,No,C2023-XYZ00347,Assault reported near Garcia Crossing,Assault,1300,102,Yes,No,"T. Nagar, Chennai",1318 Block of Vargas Ports,221,7,44,29,13.0424,80.2336,676245,811652,2023-05-08,2023,2023-06-05,Inactive,40.28
P00718,Mark Campos,4,Other,No,C2019-XYZ00348,Theft reported near Sullivan Well,Theft,6100,107,No,Yes,"Koramangala, Bangalore",3190 Block of Ashlee Lodge,407,23,27,12,12.9352,77.6146,234453,604651,2021-04-02,2021,2021-09-03,Suspicious,64.3
P00780,Jeremy Rodriguez,43,Male,No,C2022-XYZ00349,Assault reported near Michael Dale,Assault,1300,102,No,Yes,"T. Nagar, Chennai",2723 Block of Michael Junction,585,3,12,73,13.0424,80.2336,772707,632656,2023-10-21,2023,2023-12-28,Suspicious,23.31
P00281,Angela Berry,44,Female,No,C2024-XYZ00350,Cybercrime reported near Brandy Glens,Cybercrime,3100,104,No,Yes,"Koramangala, Bangalore",6647 Block of Velez Meadow,973,2,48,27,12.9352,77.6146,843214,844805,2022-03-01,2022,2022-05-27,Active,17.39
P00379,Tina Myers,26,Other,Yes,C2022-XYZ00351,Homicide reported near Jason Ferry,Homicide,5100,106,No,Yes,"Andheri East, Mumbai",3184 Block of Smith Hill,824,8,1,70,19.1197,72.8696,310693,451707,2021-02-11,2021,2021-07-14,Suspicious,78.46
P00460,Sara Clayton,9,Female,No,C2019-XYZ00352,Kidnapping reported near Angela Estate,Kidnapping,7100,108,No,No,"Banjara Hills, Hyderabad",9700 Block of Daniel Passage,193,26,2,64,17.4239,78.4291,429192,739062,2021-10-23,2021,2021-10-29,Active,62.28
P00110,Olivia Woods,28,Female,No,C2021-XYZ00353,Theft reported near Hawkins Pines,Theft,6100,107,Yes,Yes,"Salt Lake, Kolkata",1285 Block of David Skyway,732,19,2,69,22.585,88.4154,742627,525748,2020-12-31,2020,2021-02-07,Active,71.65
P00503,Elizabeth Savage,19,Other,No,C2019-XYZ00354,Fraud reported near Willis Drive,Fraud,2100,103,No,No,"Salt Lake, Kolkata",9317 Block of Atkins Ferry,864,27,33,60,22.585,88.4154,863136,512107,2023-12-16,2023,2024-05-25,Active,14.99
P00839,Frederick Lewis,12,Other,Yes,C2021-XYZ00355,Homicide reported near Cameron Union,Homicide,5100,106,No,Yes,"Koramangala, Bangalore",6051 Block of Dylan Shore,565,4,31,55,12.9352,77.6146,912538,837034,2023-02-09,2023,2023-08-03,Active,28.11
P00052,Jonathan Collier,74,Male,Yes,C2021-XYZ00356,Fraud reported near Joseph Union,Fraud,2100,103,Yes,No,"Viman Nagar, Pune",1202 Block of Bush Plain,793,19,2,21,18.5679,73.9143,245740,596756,2020-09-29,2020,2020-12-03,Inactive,50.02
P00634,Edward Thomas,63,Male,Yes,C2023-XYZ00357,Homicide reported near Bell Fields,Homicide,5100,106,Yes,No,"Salt Lake, Kolkata",9115 Block of Cook Mountains,607,11,37,6,22.585,88.4154,476693,978556,2022-01-12,2022,2022-04-01,Inactive,58.59
P00372,James Gibson,8,Other,No,C2023-XYZ00358,Kidnapping reported near Klein Tunnel,Kidnapping,7100,108,No,No,"T. Nagar, Chennai",7376 Block of Nicole Rue,185,1,17,27,13.0424,80.2336,868047,942270,2023-08-21,2023,2023-11-26,Suspicious,95.04
P00447,Taylor Vaughn,39,Other,No,C2021-XYZ00359,Drug Offense reported near Billy Squares,Drug Offense,4100,105,Yes,No,"Salt Lake, Kolkata",6369 Block of John Rue,785,1,12,23,22.585,88.4154,113356,497316,2023-07-28,2023,2023-12-15,Active,83.1
P00111,Ryan Fitzgerald,55,Other,No,C2023-XYZ00360,Drug Offense reported near Miller Lodge,Drug Offense,4100,105,Yes,No,"Banjara Hills, Hyderabad",8514 Block of Galvan Cape,899,28,23,10,17.4239,78.4291,539441,370578,2025-03-27,2025,2025-09-03,Suspicious,57.28
P00281,Angela Berry,44,Female,No,C2022-XYZ00361,Theft reported near Kevin Run,Theft,6100,107,No,Yes,"T. Nagar, Chennai",7430 Block of Sarah Extensions,631,8,13,29,13.0424,80.2336,485517,528390,2021-09-19,2021,2022-03-01,Active,81.82
P00208,Melissa Lopez,19,Female,No,C2024-XYZ00362,Assault reported near Kimberly Parkway,Assault,1300,102,No,Yes,"Banjara Hills, Hyderabad",3778 Block of Stewart Fort,292,22,31,59,17.4239,78.4291,950777,898730,2021-08-16,2021,2021-10-29,Active,58.09
P00800,Joel Johnson,41,Other,Yes,C2024-XYZ00363,Kidnapping reported near Parker Forge,Kidnapping,7100,108,No,No,"T. Nagar, Chennai",4732 Block of James Freeway,849,8,50,11,13.0424,80.2336,765473,981127,2021-11-03,2021,2021-11-05,Inactive,81.61
P00879,Billy Taylor,10,Male,Yes,C2021-XYZ00364,Homicide reported near Harmon Drive,Homicide,5100,106,Yes,Yes,"Salt Lake, Kolkata",1976 Block of Rush Well,119,13,23,17,22.585,88.4154,932166,317909,2021-07-22,2021,2021-12-24,Suspicious,88.18
P00794,Nancy Miller,43,Female,Yes,C2020-XYZ00365,Theft reported near Barnett Ports,Theft,6100,107,Yes,No,"T. Nagar, Chennai",6532 Block of Tabitha Rest,875,1,19,48,13.0424,80.2336,999548,323493,2021-05-30,2021,2021-07-03,Inactive,67.59
P00681,Michael Duncan,105,Male,Yes,C2022-XYZ00366,Assault reported near Lopez Spring,Assault,1300,102,No,Yes,"Sector 62, Noida",4143 Block of Taylor Ridge,854,22,16,34,28.6102,77.367,878476,485212,2022-04-13,2022,2022-09-11,Suspicious,90.5
P00999,Valerie Howell,44,Female,Yes,C2021-XYZ00367,Drug Offense reported near Dakota Dam,Drug Offense,4100,105,No,No,"Sector 62, Noida",7848 Block of Martin Groves,975,23,21,54,28.6102,77.367,258744,771689,2025-07-25,2025,2025-08-03,Inactive,79.29
P00559,Adam Lopez,106,Female,Yes,C2020-XYZ00368,Cybercrime reported near Kelly Manors,Cybercrime,3100,104,Yes,No,"Sector 62, Noida",9962 Block of Jones Run,827,9,39,15,28.6102,77.367,532581,537470,2020-11-15,2020,2021-04-30,Active,29.15
P00146,Kenneth Graham,55,Male,Yes,C2023-XYZ00369,Cybercrime reported near Felicia Circle,Cybercrime,3100,104,Yes,Yes,"Sector 62, Noida",3573 Block of Sharp Burg,377,15,41,76,28.6102,77.367,459395,881158,2023-10-17,2023,2024-04-01,Inactive,3.71
P00192,Jason Barnes,39,Male,Yes,C2021-XYZ00370,Theft reported near Rose Isle,Theft,6100,107,No,Yes,"Salt Lake, Kolkata",818 Block of Christopher Mews,495,8,16,28,22.585,88.4154,480569,522581,2023-12-10,2023,2024-05-22,Suspicious,34.02
P00659,Richard Andrews,27,Other,Yes,C2023-XYZ00371,Theft reported near Melissa Summit,Theft,6100,107,Yes,No,"Salt Lake, Kolkata",4703 Block of Ramirez Corners,736,23,21,55,22.585,88.4154,379803,622375,2022-11-16,2022,2023-04-06,Suspicious,84.26
P00600,Christopher Brooks,87,Other,No,C2020-XYZ00372,Cybercrime reported near Tran Hollow,Cybercrime,3100,104,No,No,"Banjara Hills, Hyderabad",1833 Block of Amber Village,156,5,39,22,17.4239,78.4291,300554,650106,2023-07-05,2023,2023-09-18,Inactive,64.8
P00744,Pamela Montgomery,48,Male,No,C2019-XYZ00373,Drug Offense reported near Dawn Courts,Drug Offense,4100,105,Yes,Yes,"Koramangala, Bangalore",6301 Block of Robinson Junction,889,9,31,71,12.9352,77.6146,652002,221530,2021-01-03,2021,2021-05-10,Active,78.9
P00117,Beverly Villanueva,36,Other,Yes,C2019-XYZ00374,Cybercrime reported near Samuel Haven,Cybercrime,3100,104,No,Yes,"Salt Lake, Kolkata",4745 Block of Joseph Squares,831,9,30,23,22.585,88.4154,197780,154920,2025-06-05,2025,2025-07-16,Active,58.13
P00276,Brianna Mitchell,23,Female,Yes,C2020-XYZ00375,Assault reported near Humphrey Crest,Assault,1300,102,No,No,"Andheri East, Mumbai",4252 Block of Campbell Drive,348,7,12,25,19.1197,72.8696,365000,302009,2022-02-08,2022,2022-05-30,Active,0.24
P00014,David Brown,6,Male,Yes,C2023-XYZ00376,Kidnapping reported near Sarah Mall,Kidnapping,7100,108,No,Yes,"Andheri East, Mumbai",1401 Block of Dean Branch,945,29,24,33,19.1197,72.8696,184342,514106,2022-03-22,2022,2022-06-04,Inactive,70.23
P00314,Eric Montoya,110,Other,Yes,C2019-XYZ00377,Theft reported near Jacob Haven,Theft,6100,107,Yes,No,"Andheri East, Mumbai",917 Block of Jimmy Manor,270,18,22,5,19.1197,72.8696,726604,422119,2023-04-10,2023,2023-06-22,Suspicious,17.98
P00859,Melissa Knox,66,Female,Yes,C2023-XYZ00378,Assault reported near Edwards Islands,Assault,1300,102,Yes,No,"Sector 62, Noida",8257 Block of Lloyd Rest,742,26,12,63,28.6102,77.367,107357,339853,2021-09-13,2021,2021-10-27,Suspicious,2.03
P00330,Michael Young,23,Female,Yes,C2019-XYZ00379,Assault reported near Ray Squares,Assault,1300,102,Yes,No,"Koramangala, Bangalore",9461 Block of Brian Radial,840,19,40,42,12.9352,77.6146,714669,449831,2025-04-10,2025,2025-08-27,Active,90.93
P00773,Victoria Ramos,58,Female,Yes,C2022-XYZ00380,Fraud reported near Long Prairie,Fraud,2100,103,Yes,No,"T. Nagar, Chennai",1631 Block of Bobby Islands,764,22,10,36,13.0424,80.2336,886017,368621,2023-05-29,2023,2023-07-21,Suspicious,14.09
P00532,Jamie Phillips,34,Other,No,C2020-XYZ00381,Robbery reported near Jeffrey Rapid,Robbery,1100,101,No,No,"Sector 62, Noida",6139 Block of Gill Village,479,30,32,60,28.6102,77.367,217848,524577,2021-03-01,2021,2021-07-18,Active,10.79
P00532,Jamie Phillips,34,Other,No,C2021-XYZ00382,Kidnapping reported near Andre Cove,Kidnapping,7100,108,No,Yes,"T. Nagar, Chennai",2829 Block of Smith Neck,650,20,44,12,13.0424,80.2336,899861,620502,2023-07-11,2023,2023-07-20,Active,80.79
P00504,Linda Smith,23,Other,No,C2021-XYZ00383,Drug Offense reported near Smith Park,Drug Offense,4100,105,No,No,"Banjara Hills, Hyderabad",638 Block of Sarah Parks,716,21,20,62,17.4239,78.4291,642462,242205,2024-08-18,2024,2024-08-26,Active,94.78
P00134,William Johnson,90,Other,Yes,C2024-XYZ00384,Drug Offense reported near Larson Village,Drug Offense,4100,105,Yes,Yes,"Viman Nagar, Pune",7357 Block of York Plains,202,14,36,50,18.5679,73.9143,355144,335778,2022-07-05,2022,2022-10-08,Suspicious,16.25
P00673,Angela Moore,62,Female,Yes,C2019-XYZ00385,Cybercrime reported near Fuentes Knoll,Cybercrime,3100,104,No,Yes,"T. Nagar, Chennai",4368 Block of Colleen Junctions,955,26,26,64,13.0424,80.2336,890994,782992,2022-12-11,2022,2023-03-26,Suspicious,11.29
P00351,Nicole Jordan,80,Male,No,C2023-XYZ00386,Fraud reported near Garcia Roads,Fraud,2100,103,Yes,No,"Koramangala, Bangalore",4024 Block of Woodard Well,348,6,46,31,12.9352,77.6146,150642,939492,2024-10-02,2024,2025-01-19,Active,5.88
P00310,Michael Webb,70,Male,No,C2019-XYZ00387,Kidnapping reported near Aguilar Estates,Kidnapping,7100,108,No,No,"Sector 62, Noida",7787 Block of Jo Fields,694,5,15,59,28.6102,77.367,542190,731087,2022-12-05,2022,2022-12-29,Suspicious,89.75
P00570,Jessica Diaz,48,Female,Yes,C2020-XYZ00388,Robbery reported near Erin Square,Robbery,1100,101,No,Yes,"T. Nagar, Chennai",549 Block of Justin Course,576,9,15,56,13.0424,80.2336,312058,515757,2021-01-10,2021,2021-04-16,Suspicious,14.18
P00148,Courtney Garcia,88,Male,Yes,C2023-XYZ00389,Robbery reported near Connor Courts,Robbery,1100,101,Yes,No,"Sector 62, Noida",4478 Block of Morgan Island,784,29,43,75,28.6102,77.367,814721,456865,2022-10-16,2022,2022-12-29,Active,44.15
P00098,Edward Tucker,7,Female,Yes,C2022-XYZ00390,Cybercrime reported near Bryant Walks,Cybercrime,3100,104,Yes,No,"Koramangala, Bangalore",6882 Block of Brown Trafficway,296,2,24,43,12.9352,77.6146,896425,898738,2023-06-14,2023,2023-08-08,Active,73.3
P00770,Elizabeth Morales,11,Other,Yes,C2024-XYZ00391,Homicide reported near Thomas Passage,Homicide,5100,106,Yes,Yes,"Banjara Hills, Hyderabad",1201 Block of Jody Parkway,626,11,15,3,17.4239,78.4291,187070,302667,2022-03-14,2022,2022-07-29,Active,14.93
P00195,Erin Evans,19,Male,No,C2019-XYZ00392,Assault reported near Corey River,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",3112 Block of Mccall Plains,283,3,24,75,12.9352,77.6146,548853,383913,2020-10-01,2020,2021-03-30,Suspicious,84.55
P00709,Sheryl Johnson,104,Other,No,C2019-XYZ00393,Drug Offense reported near Emily Village,Drug Offense,4100,105,Yes,Yes,"Salt Lake, Kolkata",1922 Block of Ellen Extensions,868,9,9,33,22.585,88.4154,790046,522154,2025-05-30,2025,2025-10-04,Active,72.72
P00529,Daniel Thompson,60,Female,Yes,C2023-XYZ00394,Fraud reported near Bennett Wells,Fraud,2100,103,Yes,Yes,"Koramangala, Bangalore",4928 Block of Porter Mountains,427,6,33,75,12.9352,77.6146,441151,988511,2022-05-21,2022,2022-08-10,Suspicious,56.4
P00568,Nicole Hernandez,61,Other,No,C2020-XYZ00395,Robbery reported near Courtney Stream,Robbery,1100,101,No,No,"Sector 62, Noida",1663 Block of Smith Canyon,596,11,37,31,28.6102,77.367,837465,398941,2025-06-04,2025,2025-06-21,Suspicious,47.83
P00110,Olivia Woods,28,Female,No,C2021-XYZ00396,Assault reported near Diane Coves,Assault,1300,102,Yes,No,"Salt Lake, Kolkata",3030 Block of Chase Fork,103,13,8,73,22.585,88.4154,169228,590192,2021-07-04,2021,2021-12-01,Inactive,97.08
P00334,Cameron Ross,82,Other,No,C2021-XYZ00397,Robbery reported near Vincent Meadow,Robbery,1100,101,Yes,No,"Koramangala, Bangalore",3824 Block of Linda Key,214,11,2,21,12.9352,77.6146,243070,129334,2024-09-03,2024,2024-12-15,Suspicious,30.72
P00303,Kristin Smith,18,Male,Yes,C2024-XYZ00398,Drug Offense reported near Robinson Rapid,Drug Offense,4100,105,No,Yes,"Banjara Hills, Hyderabad",8322 Block of Nicole Crossroad,280,23,27,39,17.4239,78.4291,609255,781279,2023-05-16,2023,2023-09-03,Inactive,71.94
P00253,Alexandria Moore,21,Male,Yes,C2022-XYZ00399,Drug Offense reported near Johnson Streets,Drug Offense,4100,105,Yes,No,"Andheri East, Mumbai",3372 Block of Burns Points,618,6,12,69,19.1197,72.8696,734476,733198,2021-12-27,2021,2022-05-15,Suspicious,25.57
P00260,Tracy Mullins,13,Male,Yes,C2024-XYZ00400,Drug Offense reported near David Rest,Drug Offense,4100,105,Yes,Yes,"Banjara Hills, Hyderabad",4856 Block of William Dam,876,26,7,34,17.4239,78.4291,499801,172225,2022-05-06,2022,2022-09-12,Inactive,48.08
P00606,Anna Wilson,72,Other,No,C2021-XYZ00401,Drug Offense reported near Pamela Lakes,Drug Offense,4100,105,Yes,No,"Sector 62, Noida",3757 Block of Christopher Via,944,26,4,55,28.6102,77.367,493193,889415,2023-03-11,2023,2023-08-19,Suspicious,91.05
P00981,Brandy Santana,49,Female,No,C2022-XYZ00402,Theft reported near Cynthia Route,Theft,6100,107,No,Yes,"T. Nagar, Chennai",9665 Block of Barker Tunnel,769,6,40,5,13.0424,80.2336,454607,920848,2024-08-13,2024,2024-09-23,Active,81.35
P00470,Samantha Ross,75,Female,Yes,C2019-XYZ00403,Assault reported near Wilson Squares,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",8020 Block of Villa Knoll,248,5,45,65,12.9352,77.6146,986290,816082,2021-05-01,2021,2021-05-10,Suspicious,39.59
P00742,Lori Shaw,61,Male,No,C2023-XYZ00404,Homicide reported near Daniel Canyon,Homicide,5100,106,Yes,No,"Salt Lake, Kolkata",4665 Block of Robert Squares,145,19,11,53,22.585,88.4154,523136,542253,2025-04-17,2025,2025-05-01,Active,19.95
P00494,Monica Trevino,46,Female,Yes,C2022-XYZ00405,Fraud reported near Julie Lights,Fraud,2100,103,Yes,Yes,"Salt Lake, Kolkata",6496 Block of Denise Estates,628,14,44,36,22.585,88.4154,392037,342653,2023-12-20,2023,2023-12-23,Inactive,19.14
P00941,Stephanie Hamilton,106,Female,Yes,C2019-XYZ00406,Robbery reported near Donna Ranch,Robbery,1100,101,Yes,No,"Viman Nagar, Pune",3903 Block of Frank Ports,615,29,6,36,18.5679,73.9143,575073,263223,2023-08-08,2023,2023-11-29,Inactive,53.92
P00907,Brittney Gonzalez,86,Other,No,C2022-XYZ00407,Homicide reported near Linda Garden,Homicide,5100,106,Yes,No,"Andheri East, Mumbai",6985 Block of Carter Courts,429,15,22,73,19.1197,72.8696,128802,775367,2021-02-22,2021,2021-08-21,Inactive,43.11
P00987,Allison Black,80,Female,No,C2020-XYZ00408,Fraud reported near Lori Ford,Fraud,2100,103,No,Yes,"Koramangala, Bangalore",4024 Block of Gibson Extension,161,29,26,9,12.9352,77.6146,470653,217293,2025-04-27,2025,2025-08-18,Active,19.82
P00608,Brittany Reid,36,Male,No,C2020-XYZ00409,Assault reported near Ryan Falls,Assault,1300,102,No,No,"Sector 62, Noida",3515 Block of Colon Haven,590,22,48,37,28.6102,77.367,807965,227224,2022-08-10,2022,2022-08-21,Active,3.9
P00891,Vanessa Joseph,12,Other,Yes,C2020-XYZ00410,Robbery reported near Benson Streets,Robbery,1100,101,Yes,No,"Banjara Hills, Hyderabad",6025 Block of Jose Shoals,931,1,11,28,17.4239,78.4291,825937,732635,2023-06-28,2023,2023-09-24,Inactive,36.06
P00240,Jeffrey Aguilar,39,Other,Yes,C2019-XYZ00411,Assault reported near Hernandez Streets,Assault,1300,102,No,Yes,"Sector 62, Noida",2240 Block of Allen Corner,839,28,8,24,28.6102,77.367,243749,555614,2020-12-06,2020,2021-04-23,Active,86.94
P00221,Christopher Kelly,58,Male,No,C2021-XYZ00412,Cybercrime reported near Rhodes Islands,Cybercrime,3100,104,No,Yes,"Salt Lake, Kolkata",5712 Block of Foster Mountain,955,19,7,40,22.585,88.4154,943196,104220,2022-07-20,2022,2023-01-04,Active,97.24
P00696,Kathy Nelson,59,Male,No,C2021-XYZ00413,Fraud reported near Watson Court,Fraud,2100,103,Yes,No,"T. Nagar, Chennai",9452 Block of Robert Vista,833,25,47,5,13.0424,80.2336,521419,223438,2025-04-19,2025,2025-10-09,Inactive,32.32
P00825,John Barrett,2,Male,Yes,C2019-XYZ00414,Assault reported near Miller Rest,Assault,1300,102,No,Yes,"Salt Lake, Kolkata",2777 Block of Williamson Path,301,6,19,20,22.585,88.4154,476863,383933,2023-06-02,2023,2023-06-05,Inactive,61.74
P00036,Victoria Jefferson,7,Other,Yes,C2024-XYZ00415,Robbery reported near Garcia Garden,Robbery,1100,101,No,No,"T. Nagar, Chennai",1162 Block of Michael Corners,280,17,42,39,13.0424,80.2336,169820,987885,2024-11-28,2024,2025-05-19,Active,46.86
P00936,Robert Hardin,44,Other,No,C2022-XYZ00416,Robbery reported near Smith Village,Robbery,1100,101,No,Yes,"Sector 62, Noida",7415 Block of Richard Row,239,23,8,57,28.6102,77.367,509871,942944,2022-01-10,2022,2022-04-25,Active,39.65
P00506,Christian English,83,Other,No,C2021-XYZ00417,Assault reported near Davis Causeway,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",8872 Block of James Stream,640,8,11,59,12.9352,77.6146,349500,215644,2024-02-22,2024,2024-03-07,Suspicious,74.45
P00881,Stephanie Williams,66,Male,No,C2024-XYZ00418,Assault reported near Alex Roads,Assault,1300,102,No,No,"Sector 62, Noida",6915 Block of Manuel Rest,767,7,30,2,28.6102,77.367,351512,867677,2020-10-23,2020,2021-03-20,Suspicious,23.71
P00189,Stephanie Bowman,75,Female,No,C2021-XYZ00419,Cybercrime reported near Robert Corners,Cybercrime,3100,104,No,Yes,"Banjara Hills, Hyderabad",4243 Block of Mayer Mountain,152,29,27,48,17.4239,78.4291,797289,763085,2024-01-11,2024,2024-03-07,Inactive,90.07
P00071,Lisa Sandoval,35,Male,No,C2024-XYZ00420,Drug Offense reported near Guzman Way,Drug Offense,4100,105,Yes,No,"T. Nagar, Chennai",3331 Block of Sherman Fields,505,26,34,73,13.0424,80.2336,103797,287009,2025-05-24,2025,2025-07-03,Inactive,82.69
P00360,Michael Perry,98,Female,Yes,C2019-XYZ00421,Homicide reported near William Extensions,Homicide,5100,106,Yes,No,"Andheri East, Mumbai",349 Block of Swanson Flats,456,15,17,65,19.1197,72.8696,113397,657718,2020-11-15,2020,2021-02-10,Active,54.18
P00162,Jason Marquez,91,Other,Yes,C2023-XYZ00422,Homicide reported near Dunn Prairie,Homicide,5100,106,No,Yes,"Andheri East, Mumbai",412 Block of Alex Lights,907,13,50,46,19.1197,72.8696,484843,106302,2022-08-30,2022,2023-02-08,Suspicious,82.91
P00918,Ryan Walker,1,Female,No,C2023-XYZ00423,Cybercrime reported near Danielle Mountain,Cybercrime,3100,104,No,Yes,"Viman Nagar, Pune",5220 Block of Taylor Squares,762,8,35,36,18.5679,73.9143,474769,605323,2021-05-04,2021,2021-06-24,Suspicious,21.79
P00821,Lisa Jordan,90,Male,Yes,C2020-XYZ00424,Fraud reported near Chelsea Prairie,Fraud,2100,103,No,Yes,"Andheri East, Mumbai",2087 Block of Snyder Grove,680,21,25,28,19.1197,72.8696,621327,137754,2025-05-04,2025,2025-06-12,Suspicious,12.46
P00721,James Scott,77,Other,Yes,C2020-XYZ00425,Drug Offense reported near Wendy Heights,Drug Offense,4100,105,No,No,"Banjara Hills, Hyderabad",517 Block of Murphy Turnpike,786,14,4,43,17.4239,78.4291,711834,526213,2022-02-25,2022,2022-04-10,Inactive,72.96
P00703,Allen Flores,33,Female,No,C2020-XYZ00426,Robbery reported near Bobby Fords,Robbery,1100,101,No,Yes,"Salt Lake, Kolkata",730 Block of Meadows Island,804,26,46,71,22.585,88.4154,256906,726330,2022-05-27,2022,2022-08-01,Suspicious,55.71
P00323,William Santiago,69,Male,Yes,C2022-XYZ00427,Theft reported near James Island,Theft,6100,107,No,No,"Sector 62, Noida",3757 Block of Sanchez Pass,807,23,1,67,28.6102,77.367,740561,736542,2023-06-05,2023,2023-08-17,Active,74.09
P00093,Scott West,84,Female,No,C2022-XYZ00428,Kidnapping reported near Wyatt Forge,Kidnapping,7100,108,No,Yes,"Banjara Hills, Hyderabad",9337 Block of Brandi Village,746,4,24,15,17.4239,78.4291,842142,689325,2024-04-07,2024,2024-08-12,Suspicious,41.38
P00640,Philip Lozano,22,Other,Yes,C2019-XYZ00429,Cybercrime reported near Nguyen Dale,Cybercrime,3100,104,No,No,"Banjara Hills, Hyderabad",8071 Block of George Well,579,18,8,26,17.4239,78.4291,578935,876048,2022-09-02,2022,2023-02-23,Inactive,78.79
P00463,Luke Schultz,108,Other,Yes,C2020-XYZ00430,Homicide reported near Christine Fork,Homicide,5100,106,Yes,Yes,"Andheri East, Mumbai",3915 Block of Nelson Knolls,360,13,37,65,19.1197,72.8696,640614,347685,2025-05-12,2025,2025-11-02,Suspicious,21.13
P00820,Chris Jacobson,44,Male,No,C2024-XYZ00431,Kidnapping reported near Christopher Walk,Kidnapping,7100,108,Yes,No,"Salt Lake, Kolkata",1165 Block of Martin Light,874,16,7,41,22.585,88.4154,675045,322531,2024-01-31,2024,2024-04-24,Inactive,55.28
P00546,Ethan Le,64,Male,Yes,C2024-XYZ00432,Drug Offense reported near Christopher Field,Drug Offense,4100,105,No,Yes,"Koramangala, Bangalore",6958 Block of Tammy Hill,420,21,8,76,12.9352,77.6146,573395,411742,2022-09-08,2022,2022-09-13,Active,62.67
P00660,Nicole Perez,5,Other,No,C2020-XYZ00433,Assault reported near Cooper Crescent,Assault,1300,102,Yes,No,"Andheri East, Mumbai",801 Block of Washington Path,952,10,8,27,19.1197,72.8696,642400,103417,2024-12-14,2024,2025-01-07,Active,49.2
P00675,Curtis Smith,71,Male,Yes,C2020-XYZ00434,Robbery reported near Jennifer Parkways,Robbery,1100,101,No,Yes,"Banjara Hills, Hyderabad",122 Block of Charles Drive,322,6,27,10,17.4239,78.4291,380126,500645,2021-05-15,2021,2021-05-22,Active,52.18
P00248,Shawn Phillips,67,Other,No,C2022-XYZ00435,Cybercrime reported near Phillips Forest,Cybercrime,3100,104,No,No,"T. Nagar, Chennai",5105 Block of Watson Streets,397,9,37,43,13.0424,80.2336,565465,120443,2025-07-13,2025,2025-09-19,Suspicious,54.64
P00939,David Sosa,44,Female,No,C2020-XYZ00436,Kidnapping reported near Stephen Passage,Kidnapping,7100,108,Yes,Yes,"T. Nagar, Chennai",4890 Block of Schmidt Freeway,267,5,30,51,13.0424,80.2336,691051,920421,2024-06-09,2024,2024-07-04,Inactive,60.16
P00676,Gary Burke,67,Other,No,C2022-XYZ00437,Cybercrime reported near Dillon Manor,Cybercrime,3100,104,No,Yes,"Salt Lake, Kolkata",8231 Block of Martinez Circle,119,28,50,69,22.585,88.4154,613849,100532,2021-11-06,2021,2021-11-30,Suspicious,83.47
P00922,Aaron Phillips,102,Male,Yes,C2021-XYZ00438,Kidnapping reported near Kevin Crossroad,Kidnapping,7100,108,No,No,"Andheri East, Mumbai",9755 Block of Heidi Streets,104,28,13,23,19.1197,72.8696,517450,490230,2022-12-02,2022,2023-05-23,Inactive,10.83
P00856,Alice Bradley,24,Female,No,C2019-XYZ00439,Homicide reported near Carlson Drive,Homicide,5100,106,No,Yes,"Banjara Hills, Hyderabad",5748 Block of Chad Way,620,8,22,6,17.4239,78.4291,103507,952285,2021-05-06,2021,2021-07-06,Inactive,35.93
P00993,Philip Hall,11,Other,Yes,C2021-XYZ00440,Assault reported near Frazier Hollow,Assault,1300,102,Yes,No,"Sector 62, Noida",3740 Block of Ashley Lodge,459,9,18,14,28.6102,77.367,987282,929730,2025-04-03,2025,2025-08-06,Active,54.63
P00046,Jeffrey Martinez,72,Female,No,C2020-XYZ00441,Robbery reported near Foster Orchard,Robbery,1100,101,Yes,Yes,"Viman Nagar, Pune",1605 Block of Anthony Corner,522,11,38,14,18.5679,73.9143,309474,967871,2020-12-12,2020,2020-12-28,Inactive,37.28
P00633,Susan Crawford,87,Female,No,C2020-XYZ00442,Cybercrime reported near Pam Shore,Cybercrime,3100,104,No,Yes,"Salt Lake, Kolkata",1023 Block of Rice Plain,191,21,37,46,22.585,88.4154,259033,780394,2024-04-30,2024,2024-07-29,Inactive,49.48
